6jdeSAmkzEU	30.00	40.00	/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5
6_zzu2KON6c	80.00	90.00	/m/01b9nn,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw
7p_Mnxl4Vq8	30.00	40.00	/m/01jnbd,/m/02sgy,/m/04rlf,/m/0g12c5
7V0G65FK2VQ	0.00	10.00	/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/0g12c5
7_yBcHaoR0w	50.00	60.00	/m/01jnbd,/m/02sgy,/m/04rlf
9888dOKNSBs	30.00	40.00	/m/01glhc,/m/02sgy,/m/04rlf
9QEm6u4bowQ	30.00	40.00	/m/01jnbd,/m/02rr_,/m/02sgy,/m/04rlf,/m/0g12c5
aCUZuMblJPg	80.00	90.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0l14qv
AFwtBviVhhM	30.00	40.00	/m/01b9nn,/m/02rr_,/m/02sgy,/m/04rlf
AjLuenrAsbE	30.00	40.00	/m/0155w,/m/02sgy,/m/04rlf,/m/05w3f
ALVS3Q_jNaU	30.00	40.00	/m/0155w,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/06cqb,/m/0fx80y,/m/0g12c5
aqhhfkXKJ1o	10.00	20.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y
BjqhHeJD28U	30.00	40.00	/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/07m2kt
bkzGHRpx5MM	30.00	40.00	/m/018vs,/m/02rr_,/m/02sgy,/m/0342h,/m/03lty,/m/04rlf,/m/04szw,/m/06by7,/m/0dl5d,/m/0fx80y,/m/0g12c5
bqvl7IbPteU	30.00	40.00	/m/02rr_,/m/02sgy,/m/042v_gx,/m/04rlf,/m/04szw,/m/07m2kt,/m/07s0s5r,/m/0fx80y,/m/0g12c5
bsi2kUrwjf8	30.00	40.00	/m/018vs,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y
bt7rDryN7G4	30.00	40.00	/m/02sgy,/m/04rlf,/m/04wptg,/m/0g12c5
BWVovghBe2c	30.00	40.00	/m/018vs,/m/02rr_,/m/02sgy,/m/04rlf,/m/04rzd,/m/0g12c5
c-8SLUH5pp4	30.00	40.00	/m/018vs,/m/01b9nn,/m/02rr_,/m/02sgy,/m/03lty,/m/04rlf,/m/07qmpdm,/m/0g12c5
c9tRbWSk7c4	30.00	40.00	/m/02sgy,/m/04rlf,/m/074ft,/t/dd00032
CGYflJRiLt0	30.00	40.00	/m/02rr_,/m/02sgy,/m/04rlf,/m/07m2kt,/m/0g12c5
clefr8E-iZQ	30.00	40.00	/m/0155w,/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y
CodqNx1ukOc	30.00	40.00	/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5
CWY1Y5hjfpo	30.00	40.00	/m/018vs,/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y
CYDFwj0KWpM	30.00	40.00	/m/01glhc,/m/02sgy,/m/04rlf,/m/09x0r
D0L-M4trkpw	210.00	220.00	/m/0155w,/m/02sgy,/m/04rlf
DNBpRJMEm4s	30.00	40.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0b_fwt,/m/0fx80y
DUNOn71oGCw	40.00	50.00	/m/01b9nn,/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
eM0PkfqGmIE	30.00	40.00	/m/018vs,/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5
evgIG3ctDv8	30.00	40.00	/m/01glhc,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/06w87,/m/07s0s5r,/m/0fx80y,/m/0g12c5
feG_kSy4zIs	30.00	40.00	/m/02sgy,/m/04rlf,/m/07m2kt,/m/09x0r
fhs7AkJsYao	30.00	40.00	/m/01b9nn,/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0g12c5
FXQxobF8FWw	30.00	40.00	/m/02sgy,/m/0342h,/m/04rlf,/m/05rwpb,/m/06by7,/m/0dl5d
GmGWvBNO8JI	30.00	40.00	/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/0fx80y,/m/0g12c5
GYx6HNQbP1w	30.00	40.00	/m/0155w,/m/02sgy,/m/03lty,/m/04rlf,/m/06by7,/m/0dl5d
hBQFoDI3NMI	30.00	40.00	/m/01glhc,/m/02sgy,/m/04rlf
idUZsNLnyDg	30.00	40.00	/m/0155w,/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0g12c5
iNNgEzBkALM	80.00	90.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0g12c5
Ip6FptuXHyk	30.00	40.00	/m/02sgy,/m/0342h,/m/042v_gx,/m/04rlf,/m/06w87,/m/07s0s5r,/m/0fx80y
iSw-5EjXgXc	30.00	40.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y
IYiHhVWrh0w	30.00	40.00	/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/07szfh9,/m/0g12c5
J0lA7ZDfPLE	30.00	40.00	/m/02sgy,/m/0342h,/m/04rlf,/m/07szfh9,/m/0g12c5
jAS9X6lJdJo	30.00	40.00	/m/018vs,/m/01jnbd,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/09x0r,/m/0fx80y,/m/0g12c5
JKbUVdMJAO8	30.00	40.00	/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y
JPZlyvPNZj4	30.00	40.00	/m/01glhc,/m/02sgy,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5
jvkW0CsHx20	340.00	350.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y
JZnOGRCBW0I	30.00	40.00	/m/01b9nn,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5
k2uiJXN3L6E	290.00	300.00	/m/0155w,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/0fx80y
kaabXWuPWRg	30.00	40.00	/m/02rr_,/m/02sgy,/m/04rlf,/m/0b9m1,/m/0g12c5
Kd7aHdOwh0I	30.00	40.00	/m/01b9nn,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5
kGo-dAQXtsA	30.00	40.00	/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
KXRngbBe0bg	80.00	90.00	/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw
kZYBpOwNGZU	40.00	50.00	/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5
LAeWwMC2EaI	30.00	40.00	/m/01b9nn,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/0g12c5
MyjxrBI9k4o	80.00	90.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5
NdiSW-p2I0c	30.00	40.00	/m/02sgy,/m/04rlf,/m/06by7,/m/0b_fwt,/m/0dl5d
nF9Al5aMvAk	60.00	70.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0g12c5
Nqb7nw58q08	30.00	40.00	/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/05w3f,/m/0dl5d
nVsAyArtEh0	30.00	40.00	/m/02sgy,/m/03_d0,/m/04rlf,/m/04szw,/m/0gg8l
NzvkMWY4EjA	30.00	40.00	/m/02rr_,/m/02sgy,/m/04rlf,/m/0b9m1,/m/0g12c5
oELxOvNxjvU	30.00	40.00	/m/0155w,/m/02sgy,/m/0342h,/m/04rlf
OH8urnIthoQ	60.00	70.00	/m/01b9nn,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0g12c5
oOlMzQpK690	30.00	40.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04wptg,/m/0g12c5
oYEzy8gH6q8	30.00	40.00	/m/01glhc,/m/02sgy,/m/04rlf,/m/0g12c5
OZjpYGdvMX0	30.00	40.00	/m/01b9nn,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0g12c5
P90rFZQFqWk	30.00	40.00	/m/02sgy,/m/0342h,/m/04rlf,/m/07qjznt
PB3i02Cjf1k	30.00	40.00	/m/018vs,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/07s0s5r,/m/0fx80y,/m/0g12c5
pymbYRIw0_o	80.00	90.00	/m/01b9nn,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/09x0r,/m/0fx80y
q4pqpYX6b7U	30.00	40.00	/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/07s0s5r,/m/09x0r,/m/0fx80y,/m/0g12c5
Q6GnLiVYzQs	30.00	40.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/0fx80y
Qe71m678qEU	30.00	40.00	/m/01b9nn,/m/01glhc,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
R4b_-IT43P4	30.00	40.00	/m/0155w,/m/01jnbd,/m/02rr_,/m/02sgy,/m/04rlf,/m/0g12c5
R77XPtKgvy4	30.00	40.00	/m/018vs,/m/02sgy,/m/04rlf,/m/04szw,/m/0g12c5
RdhHK4SbzTo	30.00	40.00	/m/018vs,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/09x0r,/m/0fx80y
rfah0bhmYkc	30.00	40.00	/m/02sgy,/m/04rlf,/m/0g12c5,/t/dd00033
RsDl0An5QBI	30.00	40.00	/m/01b9nn,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/09x0r,/m/0fx80y,/m/0g12c5
s2O2xaRfje0	360.00	370.00	/m/01b9nn,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
SdeVFx40BKQ	90.00	100.00	/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y
SEDfsU63w8I	30.00	40.00	/m/018vs,/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/0fx80y,/m/0g12c5
sEGxoHiAPiQ	80.00	90.00	/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/07m2kt,/m/0g12c5
SNhfvhWPXNc	30.00	40.00	/m/0155w,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/0fx80y
tFfqWnybHEM	40.00	50.00	/m/018vs,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0g12c5
tFVvupXoRoM	30.00	40.00	/m/018vs,/m/01glhc,/m/02sgy,/m/0342h,/m/03lty,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5
Ts3ZcUaELzA	30.00	40.00	/m/02sgy,/m/04rlf,/m/0b9m1
tuL0hAaeb_I	60.00	70.00	/m/018vs,/m/01b9nn,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0g12c5
U-L9YCIdLbg	80.00	90.00	/m/01b9nn,/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0g12c5
UFT9k3oraWE	60.00	70.00	/m/01glhc,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0g12c5
UrgzGbGVV8I	30.00	40.00	/m/02sgy,/m/02v2lh,/m/04rlf,/m/06by7,/m/06w87,/m/0g12c5
vVOG-OOkiiY	30.00	40.00	/m/01b9nn,/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5
vX8NJFecQzk	60.00	70.00	/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5
w51hJqG0k7o	330.00	340.00	/m/01jnbd,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y
W58kioYp1Ms	30.00	40.00	/m/01b9nn,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5
W7KbboEOmeM	30.00	40.00	/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0g12c5
wKoFJHb2BoI	30.00	40.00	/m/018vs,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
XaUXJG0BZuk	0.00	10.00	/m/01jnbd,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/06w87
XQB27QPic3k	30.00	40.00	/m/018vs,/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf
XrjkzI6TVwc	30.00	40.00	/m/01glhc,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/0b9m1,/m/0g12c5
Xus0LI3QV2A	30.00	40.00	/m/01b9nn,/m/01glhc,/m/02rr_,/m/02sgy,/m/04rlf,/m/0g12c5
xx3nnVzGXa0	30.00	40.00	/m/0155w,/m/02sgy,/m/0342h,/m/04rlf
YFHYP_TSWII	30.00	40.00	/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/09x0r,/m/0fx80y,/m/0g12c5
YNv7mzbUUHc	50.00	60.00	/m/02sgy,/m/0342h,/m/04rlf,/m/07m2kt
Yuk_EEY8SUM	30.00	40.00	/m/01glhc,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/09x0r,/m/0fx80y,/m/0g12c5
Z19W44ZI15Q	190.00	200.00	/m/02sgy,/m/0342h,/m/04rlf,/m/07kc_,/m/0g12c5
Zilhx0cSxfE	30.00	40.00	/m/02sgy,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/06by7,/m/07s0s5r,/m/09x0r,/m/0dl5d,/m/0fx80y
zJrQiK-0-6E	30.00	40.00	/m/018vs,/m/02sgy,/m/03lty,/m/04rlf,/m/07q4ntr,/m/0g12c5
ZmgkpmzvL6c	30.00	40.00	/m/018vs,/m/01glhc,/m/02sgy,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y
zx_vcwOsDO4	50.00	60.00	/m/01glhc,/m/02sgy,/m/0342h,/m/03lty,/m/04rlf,/m/04szw
zY2CAiwNJ6A	30.00	40.00	/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/09x0r,/m/0fx80y,/m/0g12c5
_WepUW63bsQ	30.00	40.00	/m/02sgy,/m/04rlf,/m/07m2kt,/m/09x0r,/m/0g12c5
_yWsqs9FOnU	10.00	20.00	/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/06w87,/m/0g12c5
07FxCXxknY4	30.00	40.00	/m/018vs,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/t/dd00031
0EOQco76eXQ	30.00	40.00	/m/018vs,/m/04rlf,/m/04szw,/m/04wptg
0TSOlaZXXM8	80.00	90.00	/m/018vs,/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
15Mw2jyyHk0	30.00	40.00	/m/018vs,/m/0326g,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r
1Sfbzn7bKzg	60.00	70.00	/m/018vs,/m/01glhc,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5
2T1P9ovsl4A	30.00	40.00	/m/018vs,/m/04rlf,/m/06w87,/m/07m2kt
31O2j4aAgYU	30.00	40.00	/m/018vs,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5
6ayVxYbKBe0	30.00	40.00	/m/018vs,/m/01glhc,/m/02rr_,/m/02sgy,/m/03lty,/m/04rlf,/m/0g12c5
6pHo6fPdPvM	30.00	40.00	/m/018vs,/m/02rr_,/m/04rlf,/m/0g12c5
aBXntqgPo6Q	40.00	50.00	/m/018vs,/m/01b9nn,/m/0342h,/m/04rlf,/m/04szw,/m/0g12c5
AlZv9bRtnws	30.00	40.00	/m/0155w,/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
bha-d3HXdMI	60.00	70.00	/m/018vs,/m/01b9nn,/m/04rlf,/m/04szw
bkzGHRpx5MM	30.00	40.00	/m/018vs,/m/02rr_,/m/02sgy,/m/0342h,/m/03lty,/m/04rlf,/m/04szw,/m/06by7,/m/0dl5d,/m/0fx80y,/m/0g12c5
blYYW-EUGDA	30.00	40.00	/m/018vs,/m/01glhc,/m/0342h,/m/04rlf,/m/0g12c5,/t/dd00032
bsi2kUrwjf8	30.00	40.00	/m/018vs,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y
BWVovghBe2c	30.00	40.00	/m/018vs,/m/02rr_,/m/02sgy,/m/04rlf,/m/04rzd,/m/0g12c5
c-8SLUH5pp4	30.00	40.00	/m/018vs,/m/01b9nn,/m/02rr_,/m/02sgy,/m/03lty,/m/04rlf,/m/07qmpdm,/m/0g12c5
CWY1Y5hjfpo	30.00	40.00	/m/018vs,/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y
cXEJWtj2kT8	30.00	40.00	/m/018vs,/m/04rlf
eM0PkfqGmIE	30.00	40.00	/m/018vs,/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5
ezayBI_xOVk	30.00	40.00	/m/018vs,/m/04rlf,/m/0b_fwt
fsHgHsYyJbs	30.00	40.00	/m/018vs,/m/01glhc,/m/0342h,/m/042v_gx,/m/04rlf,/m/07s0s5r,/m/09x0r,/m/0fx80y
GG6XkHATIyw	90.00	100.00	/m/018vs,/m/01glhc,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y
guYWKdxrtIg	30.00	40.00	/m/018vs,/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5
hUcuXIvDN2E	30.00	40.00	/m/018vs,/m/01glhc,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
HzXWXYxXyYA	50.00	60.00	/m/018vs,/m/02x8m,/m/0342h,/m/04rlf,/m/04szw,/m/074ft,/m/0fx80y
ixn9yG0ny8w	30.00	40.00	/m/018vs,/m/0342h,/m/04rlf,/m/04rzd,/m/04szw,/m/09x0r,/m/0fx80y
jAS9X6lJdJo	30.00	40.00	/m/018vs,/m/01jnbd,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/09x0r,/m/0fx80y,/m/0g12c5
JFJuEOZx1K4	160.00	170.00	/m/018vs,/m/02x8m,/m/04rlf,/m/07sbbz2,/m/0gywn
JU7451I9418	30.00	40.00	/m/018vs,/m/04rlf,/m/09x0r,/m/0cfdd,/m/0g12c5,/m/0l14qv
kKihNQ44dDQ	100.00	110.00	/m/018vs,/m/01b9nn,/m/028v0c,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
kVuG_F3qCuY	30.00	40.00	/m/018vs,/m/04rlf,/m/05w3f,/m/06by7
l5O87Umi7DI	210.00	220.00	/m/018vs,/m/04rlf,/m/09x0r
MfX7Q0ucts8	30.00	40.00	/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5
mMf4vJFT8Fw	30.00	40.00	/m/018vs,/m/01glhc,/m/0342h,/m/04rlf,/m/0b_fwt,/m/0fx80y
negr4U79PUE	270.00	280.00	/m/018vs,/m/04rlf,/m/0b9m1
PB3i02Cjf1k	30.00	40.00	/m/018vs,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/07s0s5r,/m/0fx80y,/m/0g12c5
R3urUtvSgkU	30.00	40.00	/m/018vs,/m/04rlf,/m/06bz3
R77XPtKgvy4	30.00	40.00	/m/018vs,/m/02sgy,/m/04rlf,/m/04szw,/m/0g12c5
RdhHK4SbzTo	30.00	40.00	/m/018vs,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/09x0r,/m/0fx80y
SEDfsU63w8I	30.00	40.00	/m/018vs,/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/0fx80y,/m/0g12c5
t-yy7v7P0IE	100.00	110.00	/m/018vs,/m/04rlf
tFfqWnybHEM	40.00	50.00	/m/018vs,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0g12c5
tFVvupXoRoM	30.00	40.00	/m/018vs,/m/01glhc,/m/02sgy,/m/0342h,/m/03lty,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5
tuL0hAaeb_I	60.00	70.00	/m/018vs,/m/01b9nn,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0g12c5
uAgizG1hYw0	60.00	70.00	/m/0155w,/m/015y_n,/m/018vs,/m/02x8m,/m/04rlf,/m/064t9,/m/074ft
VM-U7MyZAck	30.00	40.00	/m/0155w,/m/018vs,/m/04rlf,/m/06by7,/m/07sbbz2
VZJfkEet6EQ	30.00	40.00	/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0g12c5
W5eOW25vvbw	30.00	40.00	/m/018vs,/m/0342h,/m/04rlf,/m/0fx80y,/m/0g12c5
wKoFJHb2BoI	30.00	40.00	/m/018vs,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
xDIRw8j5PgU	10.00	20.00	/m/018vs,/m/01qbl,/m/026t6,/m/02hnl,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/07pt_g0,/m/0l14md
XgDKqGfheRE	30.00	40.00	/m/018vs,/m/01z7dr,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/07szfh9,/m/0dl5d,/m/0fx80y
XQB27QPic3k	30.00	40.00	/m/018vs,/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf
xx1RccwlF5g	380.00	390.00	/m/018vs,/m/0342h,/m/04fq5q,/m/04rlf,/m/04szw,/m/0fx80y
ye6O_T8YuHQ	30.00	40.00	/m/0155w,/m/018vs,/m/04rlf,/m/04szw
yUUC8tNCL4s	30.00	40.00	/m/018vs,/m/03lty,/m/04rlf
zCrpaLEq1VQ	50.00	60.00	/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0m0jc
zJrQiK-0-6E	30.00	40.00	/m/018vs,/m/02sgy,/m/03lty,/m/04rlf,/m/07q4ntr,/m/0g12c5
ZmgkpmzvL6c	30.00	40.00	/m/018vs,/m/01glhc,/m/02sgy,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y
zWJC_qr2610	30.00	40.00	/m/018vs,/m/04rlf,/m/05r6t,/m/07sbbz2
-2RPPODqLy4	30.00	40.00	/m/01glhc,/m/0342h,/m/042v_gx,/m/04rlf,/m/07s0s5r,/m/09x0r,/m/0fx80y
-8cgbhIR_pw	30.00	40.00	/m/042v_gx,/m/04rlf,/m/04szw,/m/06w87,/m/07s0s5r,/m/0fx80y,/t/dd00034
-lPXTBXa0tE	30.00	40.00	/m/01glhc,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/06w87,/m/07s0s5r,/m/0fx80y
-nlkWWphiaM	30.00	40.00	/m/02w4v,/m/042v_gx,/m/04rlf,/m/06j64v
07FxCXxknY4	30.00	40.00	/m/018vs,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/t/dd00031
15Mw2jyyHk0	30.00	40.00	/m/018vs,/m/0326g,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r
3MUeg3nD2OU	120.00	130.00	/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y,/t/dd00125
476vNb6thyM	30.00	40.00	/m/0342h,/m/03_d0,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y
4i9DgH80kDg	30.00	40.00	/m/018j2,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y
5AdvAAdZ8Xs	570.00	580.00	/m/01glhc,/m/0342h,/m/03_d0,/m/042v_gx,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y,/t/dd00125
5FlNBuS7YgM	30.00	40.00	/m/018j2,/m/0326g,/m/042v_gx,/m/04rlf,/m/04rzd
74p3DLeDCHE	30.00	40.00	/m/0342h,/m/042v_gx,/m/04rlf,/m/06w87,/m/07s0s5r,/m/0b_fwt,/m/0fx80y
8w-V_hYvxXs	160.00	170.00	/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt
